month,day,year,day_of_year,date,zone,type_of_site,site.number1,number_of_visit,site,latitude,longitude,elevation,temperature,wind,band,species,sex,plumage,beak_length,beak_depth,beak_width,tarsus,wing,mass,pox_IUR,pox_scale,pox_lesion
8,19,2022,231,19-Aug-22,Santa Rosa,Ganadera,14,5,Efren Herrera,-0.6652275,-90.4169802,300,21,0.1,SMA460,small,M,5,9.8,7.58,5.27,17.36,64,13.72,U,NA,NA
8,19,2022,231,19-Aug-22,Santa Rosa,Ganadera,14,5,Efren Herrera,-0.6652275,-90.4169802,300,21,0.1,SM1459,medium,U,NA,11.43,11,6.84,17.88,67,17.43,U,NA,NA
8,19,2022,231,19-Aug-22,Santa Rosa,Ganadera,14,5,Efren Herrera,-0.6652275,-90.4169802,300,21,0.1,SMA461,small,M,5,8.71,7.55,5.2,18.56,62,15.37,U,NA,NA
8,19,2022,231,19-Aug-22,Santa Rosa,Ganadera,14,5,Efren Herrera,-0.6652275,-90.4169802,300,21,0.1,SMA462,small,M,5,8.67,7.8,4.81,16.97,61,12.98,U,NA,NA
8,19,2022,231,19-Aug-22,Santa Rosa,Ganadera,14,5,Efren Herrera,-0.6652275,-90.4169802,300,21,0.1,SMA463,small,M,5,8.36,7.27,4.72,17.7,62,12.86,U,NA,NA
8,19,2022,231,19-Aug-22,Santa Rosa,Ganadera,14,5,Efren Herrera,-0.6652275,-90.4169802,300,21,0.1,SMA464,small,M,5,9.87,7.63,5.32,17.33,64,14.22,U,NA,NA
8,19,2022,231,19-Aug-22,Santa Rosa,Ganadera,14,5,Efren Herrera,-0.6652275,-90.4169802,300,21,0.1,SMA466,small,M,5,9.04,7.49,4.98,17,64,13.42,U,NA,NA
8,19,2022,231,19-Aug-22,Santa Rosa,Ganadera,14,5,Efren Herrera,-0.6652275,-90.4169802,300,21,0.1,SMA467,small,U,NA,9.34,7.32,5.18,16.71,61,12.8,U,NA,NA
8,19,2022,231,19-Aug-22,Santa Rosa,Ganadera,14,5,Efren Herrera,-0.6652275,-90.4169802,300,21,0.1,SMA468,small,M,4,10.13,8.2,5.07,17.91,63,13.42,U,NA,NA
8,19,2022,231,19-Aug-22,Santa Rosa,Ganadera,14,5,Efren Herrera,-0.6652275,-90.4169802,300,21,0.1,SMA469,small,U,NA,9.16,7.51,5.12,17.77,61,13.27,U,NA,NA
8,19,2022,231,19-Aug-22,Santa Rosa,Ganadera,14,5,Efren Herrera,-0.6652275,-90.4169802,300,21,0.1,SM599,small,U,NA,9.6,7.57,4.79,16.54,59,12.84,R,NA,NA
8,19,2022,231,19-Aug-22,Santa Rosa,Ganadera,14,5,Efren Herrera,-0.6652275,-90.4169802,300,21,0.1,SMA470,small,M,4,9.27,7.55,4.86,16.64,61,11.74,U,NA,NA
8,19,2022,231,19-Aug-22,Santa Rosa,Ganadera,14,5,Efren Herrera,-0.6652275,-90.4169802,300,21,0.1,SMA474,small,M,5,9.42,7.97,5.15,17.42,63,14.36,U,NA,NA
8,19,2022,231,19-Aug-22,Santa Rosa,Ganadera,14,5,Efren Herrera,-0.6652275,-90.4169802,300,21,0.1,SMA476,small,U,NA,9.17,7.78,5.13,16.52,62,13.79,U,NA,NA
8,19,2022,231,19-Aug-22,Santa Rosa,Ganadera,14,5,Efren Herrera,-0.6652275,-90.4169802,300,21,0.1,SM606,small,U,NA,9.47,7.74,4.84,16.64,60,13.29,U,NA,NA
8,19,2022,231,19-Aug-22,Santa Rosa,Ganadera,14,5,Efren Herrera,-0.6652275,-90.4169802,300,21,0.1,SMA480,small,M,5,8.59,7.01,4.71,16.12,62,12.35,U,NA,NA
8,19,2022,231,19-Aug-22,Santa Rosa,Ganadera,14,5,Efren Herrera,-0.6652275,-90.4169802,300,21,0.1,SMA1464,medium,U,NA,12.02,11.86,6.93,17.94,69,22.26,R,NA,NA
8,19,2022,231,19-Aug-22,Santa Rosa,Ganadera,14,5,Efren Herrera,-0.6652275,-90.4169802,300,21,0.1,SMA481,small,U,NA,8.66,6.98,4.43,16.57,60,13.41,U,NA,NA
8,19,2022,231,19-Aug-22,Santa Rosa,Ganadera,14,5,Efren Herrera,-0.6652275,-90.4169802,300,21,0.1,SMA483,small,M,5,8.49,7.3,4.74,16.48,63,12.35,U,NA,NA
8,19,2022,231,19-Aug-22,Santa Rosa,Ganadera,14,5,Efren Herrera,-0.6652275,-90.4169802,300,21,0.1,SMA484,small,M,5,8.96,6.96,4.97,16.85,63,12.43,U,NA,NA
8,19,2022,231,19-Aug-22,Santa Rosa,Ganadera,14,5,Efren Herrera,-0.6652275,-90.4169802,300,21,0.1,SMA486,small,M,5,8.83,7.06,4.93,17.09,62,13.64,R,NA,NA
8,19,2022,231,19-Aug-22,Santa Rosa,Ganadera,14,5,Efren Herrera,-0.6652275,-90.4169802,300,21,0.1,SM1465,medium,M,3,13.06,13.03,8.35,19.85,73,23.14,R,NA,NA
8,19,2022,231,19-Aug-22,Santa Rosa,Ganadera,14,5,Efren Herrera,-0.6652275,-90.4169802,300,21,0.1,SMA487,small,M,5,9.57,7.64,4.98,17.04,62,14.12,U,NA,NA
8,19,2022,231,19-Aug-22,Santa Rosa,Ganadera,14,5,Efren Herrera,-0.6652275,-90.4169802,300,21,0.1,SMA488,small,U,NA,8.3,7.11,4.33,17.32,61,12.91,U,NA,NA
8,19,2022,231,19-Aug-22,Santa Rosa,Ganadera,14,5,Efren Herrera,-0.6652275,-90.4169802,300,21,0.1,SM1466,medium,M,5,11.27,10.57,6.32,18.95,69,21.09,U,NA,NA
8,19,2022,231,19-Aug-22,Santa Rosa,Ganadera,14,5,Efren Herrera,-0.6652275,-90.4169802,300,21,0.1,SMA489,small,U,NA,9.13,7.53,4.68,16.71,61,15.25,U,NA,NA
8,22,2022,234,22-Aug-22,El Carmen,Bosque,15,5,Reina Oleas,-0.6824341,-90.3950559,260,19,0.2,SMA491,small,U,NA,10.35,7.36,6.28,18.37,65,13,U,NA,NA
8,22,2022,234,22-Aug-22,El Carmen,Bosque,15,5,Reina Oleas,-0.6824341,-90.3950559,260,19,0.2,SM1469,medium,M,5,14.22,11.26,7.82,20.62,70,21.14,R,NA,NA
8,22,2022,234,22-Aug-22,El Carmen,Bosque,15,5,Reina Oleas,-0.6824341,-90.3950559,260,19,0.2,SMA492,small,M,5,10.15,7.27,5.28,17.97,61,13.64,R,NA,NA
8,22,2022,234,22-Aug-22,El Carmen,Bosque,15,5,Reina Oleas,-0.6824341,-90.3950559,260,19,0.2,SM1470,medium,M,3,12.1,12.06,8.09,20.6,71,22.08,U,NA,NA
8,22,2022,234,22-Aug-22,El Carmen,Bosque,15,5,Reina Oleas,-0.6824341,-90.3950559,260,19,0.2,SMA493,small,U,NA,10.87,7.51,5.9,18.11,61,12.61,R,NA,NA
8,22,2022,234,22-Aug-22,El Carmen,Bosque,15,5,Reina Oleas,-0.6824341,-90.3950559,260,19,0.2,SMA494,small,U,NA,10.06,7.44,5.59,18.42,60,13.6,R,NA,NA
8,22,2022,234,22-Aug-22,El Carmen,Bosque,15,5,Reina Oleas,-0.6824341,-90.3950559,260,19,0.2,SMA495,small,U,NA,10.08,7.9,6.01,17.59,60,12.14,R,NA,NA
8,22,2022,234,22-Aug-22,El Carmen,Bosque,15,5,Reina Oleas,-0.6824341,-90.3950559,260,19,0.2,SMA497,small,M,5,10.25,7.57,5.52,18.89,64,13.47,U,NA,NA
8,22,2022,234,22-Aug-22,El Carmen,Bosque,15,5,Reina Oleas,-0.6824341,-90.3950559,260,19,0.2,SMA498,small,M,5,10.86,8.73,5.97,19.68,64,14.57,U,NA,NA
8,22,2022,234,22-Aug-22,El Carmen,Bosque,15,5,Reina Oleas,-0.6824341,-90.3950559,260,19,0.2,SMA499,small,U,NA,9.84,6.83,5.28,18.07,60,12.07,R,NA,NA
8,22,2022,234,22-Aug-22,El Carmen,Bosque,15,5,Reina Oleas,-0.6824341,-90.3950559,260,19,0.2,SMA500,small,M,5,10.35,7.57,5.78,10.38,64,12.51,R,NA,NA
8,22,2022,234,22-Aug-22,El Carmen,Bosque,15,5,Reina Oleas,-0.6824341,-90.3950559,260,19,0.2,SMA501,small,M,4,9.46,6.28,5.77,19.05,60,14.22,R,NA,NA
8,22,2022,234,22-Aug-22,El Carmen,Bosque,15,5,Reina Oleas,-0.6824341,-90.3950559,260,19,0.2,SMA502,small,U,NA,10.07,7.03,5.55,17.95,60,12.54,R,NA,NA
8,22,2022,234,22-Aug-22,El Carmen,Bosque,15,5,Reina Oleas,-0.6824341,-90.3950559,260,19,0.2,SMA503,small,U,NA,9.08,7.23,5.25,18.03,60,13.15,U,NA,NA
8,22,2022,234,22-Aug-22,El Carmen,Bosque,15,5,Reina Oleas,-0.6824341,-90.3950559,260,19,0.2,SM1472,medium,U,NA,13.68,12.23,8.35,20.55,70,21.38,U,NA,NA
8,22,2022,234,22-Aug-22,El Carmen,Bosque,15,5,Reina Oleas,-0.6824341,-90.3950559,260,19,0.2,SMA504,small,U,NA,9.7,6.98,5.9,17.7,60,13.08,U,NA,NA
8,22,2022,234,22-Aug-22,El Carmen,Bosque,15,5,Reina Oleas,-0.6824341,-90.3950559,260,19,0.2,SMA505,small,M,5,10.05,7.13,5.42,18.98,62,14.67,U,NA,NA
8,22,2022,234,22-Aug-22,El Carmen,Bosque,15,5,Reina Oleas,-0.6824341,-90.3950559,260,19,0.2,SMA506,small,U,NA,9.88,6.99,4.97,17.93,61,11.61,U,NA,NA
8,22,2022,234,22-Aug-22,El Carmen,Bosque,15,5,Reina Oleas,-0.6824341,-90.3950559,260,19,0.2,SMA507,small,U,NA,10.36,7.3,5.27,16.07,61,13.12,R,NA,NA
8,22,2022,234,22-Aug-22,El Carmen,Bosque,15,5,Reina Oleas,-0.6824341,-90.3950559,260,19,0.2,SM1473,medium,M,5,13.09,10.61,7.41,20.64,70,20.61,R,NA,NA
8,22,2022,234,22-Aug-22,El Carmen,Bosque,15,5,Reina Oleas,-0.6824341,-90.3950559,260,19,0.2,SM1474,medium,U,NA,12.33,9.66,7.03,18.36,64,14.98,U,NA,NA
8,22,2022,234,22-Aug-22,El Carmen,Bosque,15,5,Reina Oleas,-0.6824341,-90.3950559,260,19,0.2,SMA508,small,M,4,10.15,7.63,6.22,16.91,63,12.36,U,NA,NA
8,22,2022,234,22-Aug-22,El Carmen,Bosque,15,5,Reina Oleas,-0.6824341,-90.3950559,260,19,0.2,SM1475,medium,U,NA,13.35,12.13,8.04,20.23,71,28.38,U,NA,NA
8,22,2022,234,22-Aug-22,El Carmen,Bosque,15,5,Reina Oleas,-0.6824341,-90.3950559,260,19,0.2,SMA511,small,U,NA,8.43,6.96,4.69,15.93,60,12.57,R,NA,NA
8,22,2022,234,22-Aug-22,El Carmen,Bosque,15,5,Reina Oleas,-0.6824341,-90.3950559,260,19,0.2,SM1477,medium,U,NA,12.26,11.27,7.55,19,70,21.41,R,NA,NA
8,22,2022,234,22-Aug-22,El Carmen,Bosque,15,5,Reina Oleas,-0.6824341,-90.3950559,260,19,0.2,SMA515,small,U,NA,9.78,7.02,5.52,17.36,59,12.31,U,NA,NA
8,24,2022,236,24-Aug-22,Santa Rosa,Bosque,16,5,Los Gemelos,-0.6238065,-90.3845436,610,20,0.1,SMA523,small,M,5,9.46,8.04,5.22,17.14,65,14.22,U,NA,NA
8,24,2022,236,24-Aug-22,Santa Rosa,Bosque,16,5,Los Gemelos,-0.6238065,-90.3845436,610,20,0.1,SM1482,medium,M,5,12.7,12.83,7.29,19.53,74,21.97,U,NA,NA
8,24,2022,236,24-Aug-22,Santa Rosa,Bosque,16,5,Los Gemelos,-0.6238065,-90.3845436,610,20,0.1,SMA541,small,M,4,9.1,8.05,4.89,18.81,64,14.74,U,NA,NA
8,24,2022,236,24-Aug-22,Santa Rosa,Bosque,16,5,Los Gemelos,-0.6238065,-90.3845436,610,20,0.1,T042955-KLIWAT-AUSTRIA,small,U,NA,8.4,6.63,4.62,16.6,61,12.64,U,NA,NA
8,24,2022,236,24-Aug-22,Santa Rosa,Bosque,16,5,Los Gemelos,-0.6238065,-90.3845436,610,20,0.1,SMA544,small,M,4,9.19,7.51,5.03,17.01,65,14.72,U,NA,NA
8,24,2022,236,24-Aug-22,Santa Rosa,Bosque,16,5,Los Gemelos,-0.6238065,-90.3845436,610,20,0.1,SM1485,medium,U,NA,12.9,11.75,7.39,20.77,67,19,U,NA,NA
8,24,2022,236,24-Aug-22,Santa Rosa,Bosque,16,5,Los Gemelos,-0.6238065,-90.3845436,610,20,0.1,SMA553,small,U,NA,8.72,7.16,4.98,17.02,59,12.39,U,NA,NA
8,24,2022,236,24-Aug-22,Santa Rosa,Bosque,16,5,Los Gemelos,-0.6238065,-90.3845436,610,20,0.1,SM1487,medium,U,NA,12.06,11.93,7.13,19.6,70,21.62,U,NA,NA
8,25,2022,237,25-Aug-22,El Carmen,Ganadera,17,5,Peter Schiess,-0.6659695,-90.3910426,400,22,0.2,SM1489,medium,U,NA,11.47,9.59,6.15,19.52,65,16.28,U,NA,NA
8,25,2022,237,25-Aug-22,El Carmen,Ganadera,17,5,Peter Schiess,-0.6659695,-90.3910426,400,22,0.2,SMA564,small,U,NA,9.86,7.47,5.72,18.58,60,13.79,U,NA,NA
8,25,2022,237,25-Aug-22,El Carmen,Ganadera,17,5,Peter Schiess,-0.6659695,-90.3910426,400,22,0.2,SMA565,small,U,NA,10.17,8.47,6.38,16.86,62,16.42,U,NA,NA
8,25,2022,237,25-Aug-22,El Carmen,Ganadera,17,5,Peter Schiess,-0.6659695,-90.3910426,400,22,0.2,SMA566,small,M,5,10.38,7.58,5.98,17.06,62,14.25,U,NA,NA
8,25,2022,237,25-Aug-22,El Carmen,Ganadera,17,5,Peter Schiess,-0.6659695,-90.3910426,400,22,0.2,SM1490,medium,U,NA,12.66,11.3,8.25,19.25,67,19.69,U,NA,NA
8,25,2022,237,25-Aug-22,El Carmen,Ganadera,17,5,Peter Schiess,-0.6659695,-90.3910426,400,22,0.2,SMA567,small,U,NA,9.58,6.85,5.43,16.93,57,13.31,U,NA,NA
8,25,2022,237,25-Aug-22,El Carmen,Ganadera,17,5,Peter Schiess,-0.6659695,-90.3910426,400,22,0.2,SMA568,small,M,5,9.97,7.62,5.4,18.54,63,14.15,R,NA,NA
8,25,2022,237,25-Aug-22,El Carmen,Ganadera,17,5,Peter Schiess,-0.6659695,-90.3910426,400,22,0.2,SMA569,small,U,NA,9.81,7.81,5.71,16.39,61,13.44,U,NA,NA
8,25,2022,237,25-Aug-22,El Carmen,Ganadera,17,5,Peter Schiess,-0.6659695,-90.3910426,400,22,0.2,SM1491,medium,M,5,13.03,12.16,9.26,19.64,69,20.54,U,NA,NA
8,25,2022,237,25-Aug-22,El Carmen,Ganadera,17,5,Peter Schiess,-0.6659695,-90.3910426,400,22,0.2,SMA570,small,M,5,10.33,7.87,5.69,16.6,64,14.9,R,NA,NA
8,25,2022,237,25-Aug-22,El Carmen,Ganadera,17,5,Peter Schiess,-0.6659695,-90.3910426,400,22,0.2,SMA572,small,U,NA,9.68,7.99,5.86,18.59,59,14.02,U,NA,NA
8,25,2022,237,25-Aug-22,El Carmen,Ganadera,17,5,Peter Schiess,-0.6659695,-90.3910426,400,22,0.2,SMA573,small,U,NA,10.22,7.8,6.86,17.35,59,14.64,U,NA,NA
8,29,2022,241,29-Aug-22,Occidente,Agricola,1,6,Kelvin Gaona,-0.7124518,-90.3583274,120,24,0,SMA575,small,M,3,8.84,7.78,5.04,17.91,65,15.18,U,NA,NA
8,29,2022,241,29-Aug-22,Occidente,Agricola,1,6,Kelvin Gaona,-0.7124518,-90.3583274,120,24,0,SMA577,small,M,5,10.98,7.58,5.77,19.33,64,13.7,U,NA,NA
8,29,2022,241,29-Aug-22,Occidente,Agricola,1,6,Kelvin Gaona,-0.7124518,-90.3583274,120,24,0,SMA580,small,M,5,9.57,8.05,5.02,18.57,63,15.03,U,NA,NA
8,29,2022,241,29-Aug-22,Occidente,Agricola,1,6,Kelvin Gaona,-0.7124518,-90.3583274,120,24,0,SMA581,small,U,NA,8.22,7.64,4.88,16.41,61,13.76,U,NA,NA
8,29,2022,241,29-Aug-22,Occidente,Agricola,1,6,Kelvin Gaona,-0.7124518,-90.3583274,120,24,0,SMA582,small,M,5,9.07,7.54,5.44,17.86,63,14.29,U,NA,NA
8,29,2022,241,29-Aug-22,Occidente,Agricola,1,6,Kelvin Gaona,-0.7124518,-90.3583274,120,24,0,SM1492,medium,U,NA,11.82,11.8,7.23,19.69,71,20.69,U,NA,NA
8,29,2022,241,29-Aug-22,Occidente,Agricola,1,6,Kelvin Gaona,-0.7124518,-90.3583274,120,24,0,SMA584,small,M,5,9.01,7.99,4.85,16.76,64,14,U,NA,NA
8,29,2022,241,29-Aug-22,Occidente,Agricola,1,6,Kelvin Gaona,-0.7124518,-90.3583274,120,24,0,SM210,small,M,3,9,7.61,5.11,17.76,63,14.13,U,NA,NA
8,29,2022,241,29-Aug-22,Occidente,Agricola,1,6,Kelvin Gaona,-0.7124518,-90.3583274,120,24,0,SMA586,small,M,5,9.77,7.37,4.99,17.4,64,15,U,NA,NA
8,29,2022,241,29-Aug-22,Occidente,Agricola,1,6,Kelvin Gaona,-0.7124518,-90.3583274,120,24,0,SMA589,small,U,NA,8,6.8,4.83,15.39,58,12.5,U,NA,NA
8,29,2022,241,29-Aug-22,Occidente,Agricola,1,6,Kelvin Gaona,-0.7124518,-90.3583274,120,24,0,SMA591,small,M,4,8.62,7.17,4.56,16.8,64,13.45,U,NA,NA
8,29,2022,241,29-Aug-22,Occidente,Agricola,1,6,Kelvin Gaona,-0.7124518,-90.3583274,120,24,0,SMA592,small,U,NA,8.91,7.35,4.66,16.87,60,13.48,R,NA,NA
8,29,2022,241,29-Aug-22,Occidente,Agricola,1,6,Kelvin Gaona,-0.7124518,-90.3583274,120,24,0,SM1493,medium,M,5,11.88,11.9,6.45,19.08,69,20.58,R,NA,NA
8,29,2022,241,29-Aug-22,Occidente,Agricola,1,6,Kelvin Gaona,-0.7124518,-90.3583274,120,24,0,SMA593,small,M,4,8.85,7.25,5.12,17.21,62,13.33,U,NA,NA
8,29,2022,241,29-Aug-22,Occidente,Agricola,1,6,Kelvin Gaona,-0.7124518,-90.3583274,120,24,0,SM1494,medium,M,4,12.55,12.89,7.03,20.24,75,22.58,U,NA,NA
8,29,2022,241,29-Aug-22,Occidente,Agricola,1,6,Kelvin Gaona,-0.7124518,-90.3583274,120,24,0,SMA209,small,U,NA,9.61,7.09,5.24,17.28,60,13.2,R,NA,NA
8,29,2022,241,29-Aug-22,Occidente,Agricola,1,6,Kelvin Gaona,-0.7124518,-90.3583274,120,24,0,SM1495,medium,U,NA,10.97,10.06,6.07,18.13,65,18.16,U,NA,NA
8,29,2022,241,29-Aug-22,Occidente,Agricola,1,6,Kelvin Gaona,-0.7124518,-90.3583274,120,24,0,SMA606,small,U,NA,9.09,6.99,4.89,16.81,61,13.24,U,NA,NA
8,29,2022,241,29-Aug-22,Occidente,Agricola,1,6,Kelvin Gaona,-0.7124518,-90.3583274,120,24,0,SMA607,small,M,5,9.96,8.02,5.46,17.42,65,15.15,U,NA,NA
8,29,2022,241,29-Aug-22,Occidente,Agricola,1,6,Kelvin Gaona,-0.7124518,-90.3583274,120,24,0,SMA608,small,U,NA,8.66,7.31,4.77,17.08,59,13,U,NA,NA
8,29,2022,241,29-Aug-22,Occidente,Agricola,1,6,Kelvin Gaona,-0.7124518,-90.3583274,120,24,0,SMA185,small,U,NA,8.25,6.74,4.91,15.61,59,12.03,U,NA,NA
8,29,2022,241,29-Aug-22,Occidente,Agricola,1,6,Kelvin Gaona,-0.7124518,-90.3583274,120,24,0,SM1411,medium,U,NA,11.77,10.51,6.96,17.88,65,17.61,U,NA,NA
8,29,2022,241,29-Aug-22,Occidente,Agricola,1,6,Kelvin Gaona,-0.7124518,-90.3583274,120,24,0,SMA205,small,U,NA,9.1,7.89,4.88,18.03,63,14.08,U,NA,NA
8,29,2022,241,29-Aug-22,Occidente,Agricola,1,6,Kelvin Gaona,-0.7124518,-90.3583274,120,24,0,SMA615,small,U,NA,8.76,7.32,4.88,16.61,59,12.76,U,NA,NA
8,29,2022,241,29-Aug-22,Occidente,Agricola,1,6,Kelvin Gaona,-0.7124518,-90.3583274,120,24,0,SM1497,medium,M,5,11.4,10.77,6.57,18.99,71,21.07,U,NA,NA
8,29,2022,241,29-Aug-22,Occidente,Agricola,1,6,Kelvin Gaona,-0.7124518,-90.3583274,120,24,0,SMA620,small,M,5,9.4,7.71,4.92,18.02,64,14.65,U,NA,NA
8,29,2022,241,29-Aug-22,Occidente,Agricola,1,6,Kelvin Gaona,-0.7124518,-90.3583274,120,24,0,SMA621,small,U,NA,9.25,8.14,5.17,17.02,60,14,R,NA,NA
8,29,2022,241,29-Aug-22,Occidente,Agricola,1,6,Kelvin Gaona,-0.7124518,-90.3583274,120,24,0,SMA622,small,M,5,9.6,7.08,5.5,17.34,62,14.49,R,NA,NA
8,30,2022,242,30-Aug-22,Occidente,Agricola,2,6,Mario Piu,-0.7025606,-90.3538699,170,20.3,0,SMA625,small,M,5,10.17,8.29,5.4,19.17,61,14.05,I,B,3.67
8,30,2022,242,30-Aug-22,Occidente,Agricola,2,6,Mario Piu,-0.7025606,-90.3538699,170,20.3,0,SMA627,small,M,4,9.56,7.1,4.74,18.06,60,14.13,U,NA,NA
8,31,2022,243,31-Aug-22,Cascajo,Agricola,3,6,Rosa Calva,-0.6708169,-90.2627183,260,20.3,0.7,SMA227,small,U,NA,8.99,7.12,5.01,16.75,61,NA,U,NA,NA
8,31,2022,243,31-Aug-22,Cascajo,Agricola,3,6,Rosa Calva,-0.6708169,-90.2627183,260,20.3,0.7,SMA628,small,U,NA,9.82,7.6,4.81,15.92,61,14.28,R,NA,NA
8,31,2022,243,31-Aug-22,Cascajo,Agricola,3,6,Rosa Calva,-0.6708169,-90.2627183,260,20.3,0.7,SMA634,small,M,5,9.85,8.12,5.41,16.78,63,14.05,U,NA,NA
8,31,2022,243,31-Aug-22,Cascajo,Agricola,3,6,Rosa Calva,-0.6708169,-90.2627183,260,20.3,0.7,SM1499,medium,U,NA,11.64,11.59,7.27,17.83,67,19.93,U,NA,NA
8,31,2022,243,31-Aug-22,Cascajo,Agricola,3,6,Rosa Calva,-0.6708169,-90.2627183,260,20.3,0.7,SMA635,small,U,NA,9.01,7.32,5.42,17.04,62,14.48,U,NA,NA
8,31,2022,243,31-Aug-22,Cascajo,Agricola,3,6,Rosa Calva,-0.6708169,-90.2627183,260,20.3,0.7,SMA636,small,U,NA,8.89,7.22,4.89,16.39,62,14.29,U,NA,NA
8,31,2022,243,31-Aug-22,Cascajo,Agricola,3,6,Rosa Calva,-0.6708169,-90.2627183,260,20.3,0.7,SMA637,small,U,NA,9.3,7.33,5.1,17.55,59,13.47,U,NA,NA
8,31,2022,243,31-Aug-22,Cascajo,Agricola,3,6,Rosa Calva,-0.6708169,-90.2627183,260,20.3,0.7,SMA638,small,U,NA,9.12,7,5.23,15.85,59,12.72,R,NA,NA
8,31,2022,243,31-Aug-22,Cascajo,Agricola,3,6,Rosa Calva,-0.6708169,-90.2627183,260,20.3,0.7,SMA639,small,M,5,9.12,7.19,5.09,17.96,61,13.93,U,NA,NA
8,31,2022,243,31-Aug-22,Cascajo,Agricola,3,6,Rosa Calva,-0.6708169,-90.2627183,260,20.3,0.7,SM1500,medium,M,5,12.54,10.66,6.58,18.1,70,18.81,U,NA,NA
8,31,2022,243,31-Aug-22,Cascajo,Agricola,3,6,Rosa Calva,-0.6708169,-90.2627183,260,20.3,0.7,SMA640,small,M,4,10.46,8.3,5.02,18.44,63,15.3,U,NA,NA
8,31,2022,243,31-Aug-22,Cascajo,Agricola,3,6,Rosa Calva,-0.6708169,-90.2627183,260,20.3,0.7,SMA641,small,M,5,9.2,7.27,5.19,16.16,61,12.63,U,NA,NA
8,31,2022,243,31-Aug-22,Cascajo,Agricola,3,6,Rosa Calva,-0.6708169,-90.2627183,260,20.3,0.7,SMA642,small,U,NA,8.83,7.17,5.07,17.55,61,13.23,R,NA,NA
8,31,2022,243,31-Aug-22,Cascajo,Agricola,3,6,Rosa Calva,-0.6708169,-90.2627183,260,20.3,0.7,SMA643,small,U,NA,9.92,7.23,4.75,17.21,60,13.57,U,NA,NA
8,31,2022,243,31-Aug-22,Cascajo,Agricola,3,6,Rosa Calva,-0.6708169,-90.2627183,260,20.3,0.7,SM1501,medium,M,5,12.58,11.59,6.86,18.89,68,20.27,U,NA,NA
8,31,2022,243,31-Aug-22,Cascajo,Agricola,3,6,Rosa Calva,-0.6708169,-90.2627183,260,20.3,0.7,SMA644,small,U,NA,9.3,7.49,4.98,15.63,58,13.64,U,NA,NA
8,31,2022,243,31-Aug-22,Cascajo,Agricola,3,6,Rosa Calva,-0.6708169,-90.2627183,260,20.3,0.7,SMA645,small,U,NA,8.71,6.7,4.65,15.48,59,11.92,U,NA,NA
8,31,2022,243,31-Aug-22,Cascajo,Agricola,3,6,Rosa Calva,-0.6708169,-90.2627183,260,20.3,0.7,SM1502,medium,M,4,12.41,11.11,6.5,17.06,68,21.05,U,NA,NA
8,31,2022,243,31-Aug-22,Cascajo,Agricola,3,6,Rosa Calva,-0.6708169,-90.2627183,260,20.3,0.7,SMA646,small,U,NA,9.21,6.86,4.76,16.84,61,12.82,U,NA,NA
8,31,2022,243,31-Aug-22,Cascajo,Agricola,3,6,Rosa Calva,-0.6708169,-90.2627183,260,20.3,0.7,SMA647,small,U,NA,8.61,7.45,5.13,17.53,63,14.31,U,NA,NA
8,31,2022,243,31-Aug-22,Cascajo,Agricola,3,6,Rosa Calva,-0.6708169,-90.2627183,260,20.3,0.7,SMA648,small,U,NA,9.09,7.31,4.97,17.03,61,13.65,U,NA,NA
8,31,2022,243,31-Aug-22,Cascajo,Agricola,3,6,Rosa Calva,-0.6708169,-90.2627183,260,20.3,0.7,SMA649,small,M,5,9.85,7.06,4.86,16.64,64,14.14,R,NA,NA
8,31,2022,243,31-Aug-22,Cascajo,Agricola,3,6,Rosa Calva,-0.6708169,-90.2627183,260,20.3,0.7,SMA650,small,U,NA,8.82,7.41,5.15,16.93,59,14.73,R,NA,NA
8,31,2022,243,31-Aug-22,Cascajo,Agricola,3,6,Rosa Calva,-0.6708169,-90.2627183,260,20.3,0.7,SMA651,small,U,NA,8.77,6.61,4.71,17.06,59,12.3,U,NA,NA
8,31,2022,243,31-Aug-22,Cascajo,Agricola,3,6,Rosa Calva,-0.6708169,-90.2627183,260,20.3,0.7,SMA652,small,M,5,9.47,7.59,5.59,17.32,64,NA,U,NA,NA
8,31,2022,243,31-Aug-22,Cascajo,Agricola,3,6,Rosa Calva,-0.6708169,-90.2627183,260,20.3,0.7,SMA653,small,U,NA,9.45,7.7,4.78,16.98,61,NA,U,NA,NA
8,31,2022,243,31-Aug-22,Cascajo,Agricola,3,6,Rosa Calva,-0.6708169,-90.2627183,260,20.3,0.7,SMA654,small,U,NA,9.41,7.04,4.65,16.63,59,NA,R,NA,NA
8,31,2022,243,31-Aug-22,Cascajo,Agricola,3,6,Rosa Calva,-0.6708169,-90.2627183,260,20.3,0.7,SMA656,small,U,NA,8.89,6.84,4.74,15.93,60,NA,U,NA,NA
8,31,2022,243,31-Aug-22,Cascajo,Agricola,3,6,Rosa Calva,-0.6708169,-90.2627183,260,20.3,0.7,SMA657,small,M,4,9.21,7.25,4.86,18.92,61,NA,U,NA,NA
8,31,2022,243,31-Aug-22,Cascajo,Agricola,3,6,Rosa Calva,-0.6708169,-90.2627183,260,20.3,0.7,SMA658,small,U,NA,8.82,7.55,4.84,16.13,61,NA,U,NA,NA
